# CC resolutions
1	0.5638	6.808e-4
2	0.5638	6.808e-4
3	0.5638	6.808e-4
4	0.5638	6.808e-4
5	0.5638	6.808e-4
6	0.5638	6.808e-4
7	0.5638	6.808e-4
8	0.5638	6.808e-4
9	0.5638	6.808e-4
10	0.5638	6.808e-4
11	0.5638	6.808e-4
12	0.5638	6.808e-4
13	0.5638	6.808e-4
14	0.5638	6.808e-4
15	0.5638	6.808e-4
16	0.5638	6.808e-4
17	0.5638	6.808e-4
18	0.5638	6.808e-4
19	0.5638	6.808e-4
20	0.5638	6.808e-4
21	0.5638	6.808e-4
22	0.5638	6.808e-4
23	0.5638	6.808e-4
24	0.5638	6.808e-4
25	0.5638	6.808e-4
26	0.5638	6.808e-4
27	0.5638	6.808e-4
28	0.5638	6.808e-4
29	0.5638	6.808e-4
30	0.5638	6.808e-4
31	0.5638	6.808e-4
32	0.5638	6.808e-4
33	0.5638	6.808e-4
34	0.5638	6.808e-4
35	0.5638	6.808e-4
36	0.5638	6.808e-4
37	0.5638	6.808e-4
38	0.5638	6.808e-4
39	0.5638	6.808e-4
40	0.5638	6.808e-4
41	0.5638	6.808e-4
42	0.5638	6.808e-4
43	0.5638	6.808e-4
44	0.5638	6.808e-4
45	0.5638	6.808e-4
46	0.5638	6.808e-4
47	0.5638	6.808e-4
48	0.5638	6.808e-4
49	0.5638	6.808e-4
50	0.5638	6.808e-4
51	0.5638	6.808e-4
52	0.5638	6.808e-4
53	0.5638	6.808e-4
54	0.5638	6.808e-4
55	0.5638	6.808e-4
56	0.5638	6.808e-4
57	0.5638	6.808e-4
58	0.5638	6.808e-4
59	0.5638	6.808e-4
60	0.5638	6.808e-4
61	0.5638	6.808e-4
62	0.5638	6.808e-4
63	0.5638	6.808e-4
64	0.5638	6.808e-4
65	0.5638	6.808e-4
66	0.5638	6.808e-4
67	0.5638	6.808e-4
68	0.5638	6.808e-4
69	0.5638	6.808e-4
70	0.5638	6.808e-4
71	0.5638	6.808e-4
72	0.5638	6.808e-4
73	0.5638	6.808e-4
74	0.5638	6.808e-4
75	0.5638	6.808e-4
76	0.5638	6.808e-4
77	0.5638	6.808e-4
78	0.5638	6.808e-4
79	0.5638	6.808e-4
80	0.5638	6.808e-4
81	0.5638	6.808e-4
82	0.5638	6.808e-4
83	0.5638	6.808e-4
84	0.5638	6.808e-4
85	0.5638	6.808e-4
86	0.5638	6.808e-4
87	0.5638	6.808e-4
88	0.5638	6.808e-4
89	0.5638	6.808e-4
90	0.5638	6.808e-4
91	0.5638	6.808e-4
92	0.5638	6.808e-4
93	0.5638	6.808e-4
94	0.5638	6.808e-4
95	0.5638	6.808e-4
96	0.5638	6.808e-4
97	0.5638	6.808e-4
98	0.5638	6.808e-4
99	0.5638	6.808e-4
100	0.5638	6.808e-4
101	0.5638	6.808e-4
102	0.5638	6.808e-4
103	0.5638	6.808e-4
104	0.5638	6.808e-4
105	0.5638	6.808e-4
106	0.5638	6.808e-4
107	0.5638	6.808e-4
108	0.5638	6.808e-4
109	0.5638	6.808e-4
110	0.5638	6.808e-4
111	0.5638	6.808e-4
112	0.5638	6.808e-4
113	0.5638	6.808e-4
114	0.5638	6.808e-4
115	0.5638	6.808e-4
116	0.5638	6.808e-4
117	0.5638	6.808e-4
118	0.5638	6.808e-4
119	0.5638	6.808e-4
120	0.5638	6.808e-4
